group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
attention/prefill_throughput,seq_len,2048,2048,elements,4615570504.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4672866582.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4569641823.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4684086960.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4725033820.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4689584939.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4651625033.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4668203705.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4637668111.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4586467941.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4718148442.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4737533398.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4341018268.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4153651077.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4347121366.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4348961186.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4368581913.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4484257618.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4474825841.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4711249299.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4537057277.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4543912952.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,5045366498.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,4879275530.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,6348606366.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,7282674499.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,8451539203.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,7881800748.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,6779818696.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,7344104492.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,7291843959.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,6776455104.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,7691695276.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,7351369967.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,7377549122.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,7245093799.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,7075245286.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,7395212744.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,7176805236.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,7389684820.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,7435743460.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,7145421689.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,7386798248.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,7588099330.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,7477378852.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,6613434640.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,6411635764.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,6533252049.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,6659428730.0,ns,1
attention/prefill_throughput,seq_len,2048,2048,elements,6840760183.0,ns,1
