group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
attention/decode_throughput,kv_cache_len,256,1,elements,35652707.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,39182428.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,52110814.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,59492503.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,36768310.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,44416123.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,40141639.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,53135248.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,67352371.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,60534726.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,42824908.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,37996171.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,34658008.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,35147704.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,36235580.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,38925457.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,37913265.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,36462589.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,41065031.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,49894903.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,43680014.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,40585700.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,41318039.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,41388151.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,41191652.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,42785206.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,37935868.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,41648475.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,46144052.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,44981211.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,45394370.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,46331178.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,37819142.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,41468531.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,38013376.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,40239761.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,43642574.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,44183898.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,39943435.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,39641693.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,51391090.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,53032119.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,56204889.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,53343133.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,37354118.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,41652655.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,40038271.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,46076036.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,45579117.0,ns,4
attention/decode_throughput,kv_cache_len,256,1,elements,37210118.0,ns,4
