group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
attention/decode_throughput,kv_cache_len,0,1,elements,53447320.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,49856775.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,46181617.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,41659706.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,41987057.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,41839070.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,36325824.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,46056385.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,44130550.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,39431975.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,42112372.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,42378510.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,46089437.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,40380421.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,40078054.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,39044161.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,41394552.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,40452744.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,40398008.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,40897278.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,47649133.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,40608812.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,38622378.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,48597886.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,44465043.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,40292523.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,39814415.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,42177862.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,39688476.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,39908713.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,39342966.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,45236833.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,42978166.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,40708612.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,37648882.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,43093204.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,45748334.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,40641354.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,38092953.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,40199869.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,42561886.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,40781448.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,42738895.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,42040194.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,44137798.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,41887845.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,42268421.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,43569159.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,44322198.0,ns,8
attention/decode_throughput,kv_cache_len,0,1,elements,41489793.0,ns,8
