group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
attention/prefill_throughput,seq_len,64,64,elements,77628129.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,69612104.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,58585840.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,47514103.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,54964209.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,48603512.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,66001540.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,54339964.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,65185771.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,65769377.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,59937495.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,52078381.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,51062614.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,65523399.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,48856920.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,55076342.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,59282872.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,51926586.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,62416590.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,58151496.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,62692619.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,57873636.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,55295195.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,63463932.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,64237526.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,64134066.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,75551322.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,49844901.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,48040364.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,65218889.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,62252998.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,62001883.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,50922513.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,54058646.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,58944523.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,59207109.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,40736411.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,69699344.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,53625910.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,58906061.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,47599390.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,46767148.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,62716369.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,68632740.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,59121276.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,60356918.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,57899949.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,50341433.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,52856293.0,ns,1
attention/prefill_throughput,seq_len,64,64,elements,44953607.0,ns,1
