group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
attention/prefill_throughput,seq_len,1024,1024,elements,1453092434.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1456946721.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1524014681.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1496726015.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1485676611.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1488247131.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1715368137.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1644264757.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1483211071.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1520508184.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1409664439.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1398967232.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1375641292.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1351265565.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1469774245.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1371060765.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1391831106.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1424743576.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1461078765.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1506138145.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1453091332.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1425782447.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1458719473.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1392173792.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1444467894.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1434940445.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1458145998.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1430315728.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1549600341.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1505737782.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1500886131.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1522268585.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1519598846.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1526373850.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1443910707.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1504399945.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1525360907.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1463888218.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1485639546.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1477113155.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1478798577.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1433539227.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1644295954.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1490283191.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1397043993.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1488907715.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1535749851.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1456167033.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1486554110.0,ns,1
attention/prefill_throughput,seq_len,1024,1024,elements,1539209913.0,ns,1
