group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
attention/prefill_throughput,seq_len,128,128,elements,145888156.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,202444908.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,166154012.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,169192506.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,92033500.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,100679473.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,97702337.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,106107188.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,142471382.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,131106919.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,113967633.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,148469134.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,159209906.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,140435003.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,101318620.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,97060853.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,115452755.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,98622523.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,94078097.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,100550556.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,91103190.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,103180433.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,102586820.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,98198498.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,94863462.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,102569501.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,97024451.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,92368989.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,99450274.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,88805600.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,92504467.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,88260126.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,89780387.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,101143966.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,96340806.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,97835695.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,92854499.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,94411396.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,93170441.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,95101274.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,96573503.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,107628139.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,99404618.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,96605056.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,101703400.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,95471146.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,92494480.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,99082504.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,101460751.0,ns,1
attention/prefill_throughput,seq_len,128,128,elements,105787936.0,ns,1
